mu1,mu2,mu3,mu4,tau1,tau2,tau3,tau4
-2.53995004190371,-6.85713406942708,0.20527955320944,-0.00576717274753696,1.66173000475602,7.14151269432391,6.92634076027453,4.10162370021791
-1.29921511789732,-5.82302166559013,0.752223448156132,-0.891921127284569,11.7813527712294,5.16195183766809,1.36204293019693,1.67124749961814
-0.925435016634809,-8.97870339172675,1.11982574789471,-0.0561287395290008,4.16211174154251,0.734413002058932,5.67328535036815,5.22170344255977
-1.102787727343,-4.22465677688126,0.446194959417095,-1.37705955682861,2.63051662430837,0.678484809088598,4.11108113866305,7.25107668707122
-1.16452359625359,-5.50672336027302,1.19696337540474,0.556663198673657,2.0695853176708,2.04015279952142,6.29952877497991,5.1606097793045
-0.733862638327895,-5.75340543716726,2.94136462889459,-0.795339117255372,1.55009219430464,0.392239057579053,5.17783494362378,2.73111994138972
-1.03924000273317,-3.62052127509845,0.528002158780666,-0.743273208882405,2.86708395959412,9.81196111699996,2.16792056645471,4.50074347965423
-0.980843608339726,-4.48532324568893,-0.149010077708898,-0.119168762418038,3.48026606735479,0.207710178387521,3.63933865745097,3.16205400466259
-0.925658675848336,-6.17904189237614,-0.0686687328185019,-0.135178615123832,4.84733169864367,6.30287900493865,3.36250188676132,2.7184967240572
-1.3041839236343,-4.25996238016742,0.767098790772231,-0.54252003099165,6.57965649995974,0.428666647588204,2.06148470589145,6.16914277897143
-0.441513574434696,-7.55318441691607,-0.0732654142368863,-1.22461261489836,6.6881321197591,6.51566141989939,4.96031572972732,8.14595247662801
0.767287269372646,-3.56658504796559,1.41017422949523,0.384185357826345,1.95246407810545,1.39898459261386,1.18359589029239,0.870017635480078
-2.68018272239593,-2.89249827394277,-0.61959910457218,0.335617209968815,8.53533123772336,1.64485049637844,3.06249721878224,3.06767800037622
-1.21457940854687,-5.35911306008677,0.399809258786438,0.712666307051405,4.33440858189276,3.34768796914416,2.71607592402464,7.19163646937205
-0.468503807367428,-8.03678816357357,0.806557860789766,-1.53644982353759,2.82251060743584,0.740043841737243,2.25827889897448,1.9479263605349
-1.32375075458796,-7.17300609398739,-0.515928946854892,-0.767790184730859,2.3080553789539,1.24773689613562,2.86225054793011,3.1701652131207
-1.9293621474537,-7.97492062028297,-0.575192296615681,1.00002880371391,0.884143703126009,3.04276169580023,9.34430630428466,2.76822172212634
0.680278204689549,-3.44083198184829,1.21324052011282,-0.542881937111931,1.67119975659426,2.15205515150832,4.13163417944817,2.44391259355568
-0.894197632106289,-4.08600238915317,0.422847064643469,-0.334000842366544,5.56200670508478,2.20688002293675,3.52989911430954,11.3167515603234
-2.23132342155804,-3.03220885989324,0.719924803660651,-1.46725002909224,2.91554189836507,2.51619910653607,6.04435485217933,6.68828058151645
-1.01674825615187,-4.67642273288552,2.52476139007773,-0.703694253898738,4.41197221305167,2.62373373638779,1.46577684077802,2.0387417981364
-1.49083275236655,-7.09143530357349,-0.396211263960579,1.26938716360704,5.81501209195968,8.98869313671862,0.959562095213816,1.02766508988691
-0.4586726640363,-5.02679904629182,1.01010842295293,-0.164375831769667,4.63093084854981,5.2007126065707,8.02746400712982,2.17171128312136
-2.45770721012238,-4.80988754602271,1.34766496359603,-1.62436452976059,4.11897920492728,2.09969843407675,7.78038106237212,6.55816816740658
-2.47554763526052,-5.28921641462108,-0.453203145182391,0.406542731944926,7.44228685973272,1.81971569495879,1.65472505264516,8.10292060401045
0.696947880723085,-5.52147261713625,-0.205928585667662,-0.161178506172346,10.9453598787261,0.437105706814604,9.09352363671612,4.33965808120686
-2.10716481896875,-1.90486613476346,-0.476830350346719,-0.101503447631726,4.35364446231871,1.03097630505251,3.57238473197332,1.23367824983354
0.0345143239443348,-4.83637937929197,0.417476237982836,0.606073430862101,3.10538087130801,0.363609810452484,4.08024559681925,2.83180714647734
-0.142590221920197,-1.5607454017588,0.770054900937229,-0.42218400978764,1.22003071366392,2.04873739561037,4.49964931054735,0.864821300764862
1.64916688109488,-4.68797664866984,1.63020726745494,-2.28912397984011,0.794274395240247,2.05738958254776,2.39927033487847,2.01222851197505
0.324258630177273,-6.40246333849384,-0.0806143042405362,-1.00107218102542,5.08961609142318,0.64212164169198,5.7833604104714,0.892938098282178
-2.8083275793549,-5.42777190299262,0.570366141285147,0.549707669586251,1.58653468167186,3.15749362820919,2.45868038173527,2.12050461995375
-2.0472981490613,-1.0573252275517,0.116367893711638,1.65414530227499,1.53591939864808,5.79574052883293,2.8774182780617,2.70293981004223
-2.57721804889482,-6.59455220246446,-0.596236782806563,0.308308748669135,7.84754309861129,3.2066653698959,4.55027159594332,1.01522880185443
-2.5148867950016,-4.13092668826068,-0.019536667015539,-0.834559033019062,3.90401395742513,7.95661031457317,2.24714816713629,2.71090869705212
-2.30967954169979,-4.55485233828021,1.61343318380002,0.837394397366885,1.43285724435764,4.29690254749291,4.22132932590399,2.19679550577532
-0.0534143598022139,-4.99120259134725,0.147677694450151,-0.529695509133504,3.81986599671308,3.56901132416567,1.28941621859043,5.06332502459386
-2.40885045607319,-3.16796134241485,0.3087210494648,0.803283216133648,5.08511233321158,0.960542806160834,3.03598448148026,2.56097550414327
-1.19279842645733,-1.8442164101912,1.09623410931845,-1.17357694087136,9.40462926246066,7.69641970322182,4.88830853037088,4.00290052497709
-0.3216598227773,-3.86409605505666,-0.0725426039261257,-1.36329125627834,2.63086750657893,0.977475977411992,8.48166373547665,0.336127397401518
